,image,mask
2270,archive/Forest Segmented/Forest Segmented/images/499418_sat_56.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_56.jpg
2271,archive/Forest Segmented/Forest Segmented/images/499418_sat_58.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_58.jpg
2272,archive/Forest Segmented/Forest Segmented/images/499418_sat_60.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_60.jpg
2273,archive/Forest Segmented/Forest Segmented/images/499418_sat_62.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_62.jpg
2274,archive/Forest Segmented/Forest Segmented/images/499418_sat_63.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_63.jpg
2275,archive/Forest Segmented/Forest Segmented/images/499418_sat_67.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_67.jpg
2276,archive/Forest Segmented/Forest Segmented/images/499418_sat_68.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_68.jpg
2277,archive/Forest Segmented/Forest Segmented/images/499418_sat_72.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_72.jpg
2278,archive/Forest Segmented/Forest Segmented/images/499418_sat_73.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_73.jpg
2279,archive/Forest Segmented/Forest Segmented/images/499418_sat_77.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_77.jpg
2280,archive/Forest Segmented/Forest Segmented/images/499418_sat_78.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_78.jpg
2281,archive/Forest Segmented/Forest Segmented/images/499418_sat_80.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_80.jpg
2282,archive/Forest Segmented/Forest Segmented/images/499418_sat_82.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_82.jpg
2283,archive/Forest Segmented/Forest Segmented/images/499418_sat_83.jpg,archive/Forest Segmented/Forest Segmented/mask/499418_mask_83.jpg
2284,archive/Forest Segmented/Forest Segmented/images/518833_sat_03.jpg,archive/Forest Segmented/Forest Segmented/mask/518833_mask_03.jpg
2285,archive/Forest Segmented/Forest Segmented/images/518833_sat_05.jpg,archive/Forest Segmented/Forest Segmented/mask/518833_mask_05.jpg
2286,archive/Forest Segmented/Forest Segmented/images/518833_sat_13.jpg,archive/Forest Segmented/Forest Segmented/mask/518833_mask_13.jpg
2287,archive/Forest Segmented/Forest Segmented/images/518833_sat_14.jpg,archive/Forest Segmented/Forest Segmented/mask/518833_mask_14.jpg
2288,archive/Forest Segmented/Forest Segmented/images/518833_sat_15.jpg,archive/Forest Segmented/Forest Segmented/mask/518833_mask_15.jpg
2289,archive/Forest Segmented/Forest Segmented/images/518833_sat_24.jpg,archive/Forest Segmented/Forest Segmented/mask/518833_mask_24.jpg
2290,archive/Forest Segmented/Forest Segmented/images/518833_sat_25.jpg,archive/Forest Segmented/Forest Segmented/mask/518833_mask_25.jpg
2291,archive/Forest Segmented/Forest Segmented/images/518833_sat_34.jpg,archive/Forest Segmented/Forest Segmented/mask/518833_mask_34.jpg
2292,archive/Forest Segmented/Forest Segmented/images/518833_sat_62.jpg,archive/Forest Segmented/Forest Segmented/mask/518833_mask_62.jpg
2293,archive/Forest Segmented/Forest Segmented/images/518833_sat_63.jpg,archive/Forest Segmented/Forest Segmented/mask/518833_mask_63.jpg
2294,archive/Forest Segmented/Forest Segmented/images/518833_sat_64.jpg,archive/Forest Segmented/Forest Segmented/mask/518833_mask_64.jpg
2295,archive/Forest Segmented/Forest Segmented/images/518833_sat_65.jpg,archive/Forest Segmented/Forest Segmented/mask/518833_mask_65.jpg
2296,archive/Forest Segmented/Forest Segmented/images/518833_sat_66.jpg,archive/Forest Segmented/Forest Segmented/mask/518833_mask_66.jpg
2297,archive/Forest Segmented/Forest Segmented/images/518833_sat_67.jpg,archive/Forest Segmented/Forest Segmented/mask/518833_mask_67.jpg
2298,archive/Forest Segmented/Forest Segmented/images/518833_sat_70.jpg,archive/Forest Segmented/Forest Segmented/mask/518833_mask_70.jpg
2299,archive/Forest Segmented/Forest Segmented/images/518833_sat_71.jpg,archive/Forest Segmented/Forest Segmented/mask/518833_mask_71.jpg
2300,archive/Forest Segmented/Forest Segmented/images/518833_sat_72.jpg,archive/Forest Segmented/Forest Segmented/mask/518833_mask_72.jpg
2301,archive/Forest Segmented/Forest Segmented/images/518833_sat_74.jpg,archive/Forest Segmented/Forest Segmented/mask/518833_mask_74.jpg
2302,archive/Forest Segmented/Forest Segmented/images/518833_sat_77.jpg,archive/Forest Segmented/Forest Segmented/mask/518833_mask_77.jpg
2303,archive/Forest Segmented/Forest Segmented/images/518833_sat_78.jpg,archive/Forest Segmented/Forest Segmented/mask/518833_mask_78.jpg
2304,archive/Forest Segmented/Forest Segmented/images/524056_sat_02.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_02.jpg
2305,archive/Forest Segmented/Forest Segmented/images/524056_sat_03.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_03.jpg
2306,archive/Forest Segmented/Forest Segmented/images/524056_sat_04.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_04.jpg
2307,archive/Forest Segmented/Forest Segmented/images/524056_sat_05.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_05.jpg
2308,archive/Forest Segmented/Forest Segmented/images/524056_sat_13.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_13.jpg
2309,archive/Forest Segmented/Forest Segmented/images/524056_sat_14.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_14.jpg
2310,archive/Forest Segmented/Forest Segmented/images/524056_sat_15.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_15.jpg
2311,archive/Forest Segmented/Forest Segmented/images/524056_sat_20.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_20.jpg
2312,archive/Forest Segmented/Forest Segmented/images/524056_sat_23.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_23.jpg
2313,archive/Forest Segmented/Forest Segmented/images/524056_sat_24.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_24.jpg
2314,archive/Forest Segmented/Forest Segmented/images/524056_sat_30.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_30.jpg
2315,archive/Forest Segmented/Forest Segmented/images/524056_sat_33.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_33.jpg
2316,archive/Forest Segmented/Forest Segmented/images/524056_sat_34.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_34.jpg
2317,archive/Forest Segmented/Forest Segmented/images/524056_sat_35.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_35.jpg
2318,archive/Forest Segmented/Forest Segmented/images/524056_sat_40.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_40.jpg
2319,archive/Forest Segmented/Forest Segmented/images/524056_sat_41.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_41.jpg
2320,archive/Forest Segmented/Forest Segmented/images/524056_sat_42.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_42.jpg
2321,archive/Forest Segmented/Forest Segmented/images/524056_sat_44.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_44.jpg
2322,archive/Forest Segmented/Forest Segmented/images/524056_sat_46.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_46.jpg
2323,archive/Forest Segmented/Forest Segmented/images/524056_sat_50.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_50.jpg
2324,archive/Forest Segmented/Forest Segmented/images/524056_sat_51.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_51.jpg
2325,archive/Forest Segmented/Forest Segmented/images/524056_sat_52.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_52.jpg
2326,archive/Forest Segmented/Forest Segmented/images/524056_sat_53.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_53.jpg
2327,archive/Forest Segmented/Forest Segmented/images/524056_sat_55.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_55.jpg
2328,archive/Forest Segmented/Forest Segmented/images/524056_sat_56.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_56.jpg
2329,archive/Forest Segmented/Forest Segmented/images/524056_sat_61.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_61.jpg
2330,archive/Forest Segmented/Forest Segmented/images/524056_sat_62.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_62.jpg
2331,archive/Forest Segmented/Forest Segmented/images/524056_sat_63.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_63.jpg
2332,archive/Forest Segmented/Forest Segmented/images/524056_sat_65.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_65.jpg
2333,archive/Forest Segmented/Forest Segmented/images/524056_sat_66.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_66.jpg
2334,archive/Forest Segmented/Forest Segmented/images/524056_sat_67.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_67.jpg
2335,archive/Forest Segmented/Forest Segmented/images/524056_sat_68.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_68.jpg
2336,archive/Forest Segmented/Forest Segmented/images/524056_sat_71.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_71.jpg
2337,archive/Forest Segmented/Forest Segmented/images/524056_sat_72.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_72.jpg
2338,archive/Forest Segmented/Forest Segmented/images/524056_sat_73.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_73.jpg
2339,archive/Forest Segmented/Forest Segmented/images/524056_sat_76.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_76.jpg
2340,archive/Forest Segmented/Forest Segmented/images/524056_sat_77.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_77.jpg
2341,archive/Forest Segmented/Forest Segmented/images/524056_sat_78.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_78.jpg
2342,archive/Forest Segmented/Forest Segmented/images/524056_sat_82.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_82.jpg
2343,archive/Forest Segmented/Forest Segmented/images/524056_sat_83.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_83.jpg
2344,archive/Forest Segmented/Forest Segmented/images/524056_sat_86.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_86.jpg
2345,archive/Forest Segmented/Forest Segmented/images/524056_sat_87.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_87.jpg
2346,archive/Forest Segmented/Forest Segmented/images/524056_sat_88.jpg,archive/Forest Segmented/Forest Segmented/mask/524056_mask_88.jpg
2347,archive/Forest Segmented/Forest Segmented/images/524518_sat_00.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_00.jpg
2348,archive/Forest Segmented/Forest Segmented/images/524518_sat_01.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_01.jpg
2349,archive/Forest Segmented/Forest Segmented/images/524518_sat_07.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_07.jpg
2350,archive/Forest Segmented/Forest Segmented/images/524518_sat_08.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_08.jpg
2351,archive/Forest Segmented/Forest Segmented/images/524518_sat_10.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_10.jpg
2352,archive/Forest Segmented/Forest Segmented/images/524518_sat_11.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_11.jpg
2353,archive/Forest Segmented/Forest Segmented/images/524518_sat_16.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_16.jpg
2354,archive/Forest Segmented/Forest Segmented/images/524518_sat_17.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_17.jpg
2355,archive/Forest Segmented/Forest Segmented/images/524518_sat_18.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_18.jpg
2356,archive/Forest Segmented/Forest Segmented/images/524518_sat_20.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_20.jpg
2357,archive/Forest Segmented/Forest Segmented/images/524518_sat_21.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_21.jpg
2358,archive/Forest Segmented/Forest Segmented/images/524518_sat_24.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_24.jpg
2359,archive/Forest Segmented/Forest Segmented/images/524518_sat_25.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_25.jpg
2360,archive/Forest Segmented/Forest Segmented/images/524518_sat_26.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_26.jpg
2361,archive/Forest Segmented/Forest Segmented/images/524518_sat_27.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_27.jpg
2362,archive/Forest Segmented/Forest Segmented/images/524518_sat_31.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_31.jpg
2363,archive/Forest Segmented/Forest Segmented/images/524518_sat_32.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_32.jpg
2364,archive/Forest Segmented/Forest Segmented/images/524518_sat_33.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_33.jpg
2365,archive/Forest Segmented/Forest Segmented/images/524518_sat_34.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_34.jpg
2366,archive/Forest Segmented/Forest Segmented/images/524518_sat_35.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_35.jpg
2367,archive/Forest Segmented/Forest Segmented/images/524518_sat_36.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_36.jpg
2368,archive/Forest Segmented/Forest Segmented/images/524518_sat_38.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_38.jpg
2369,archive/Forest Segmented/Forest Segmented/images/524518_sat_41.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_41.jpg
2370,archive/Forest Segmented/Forest Segmented/images/524518_sat_42.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_42.jpg
2371,archive/Forest Segmented/Forest Segmented/images/524518_sat_43.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_43.jpg
2372,archive/Forest Segmented/Forest Segmented/images/524518_sat_44.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_44.jpg
2373,archive/Forest Segmented/Forest Segmented/images/524518_sat_45.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_45.jpg
2374,archive/Forest Segmented/Forest Segmented/images/524518_sat_47.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_47.jpg
2375,archive/Forest Segmented/Forest Segmented/images/524518_sat_48.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_48.jpg
2376,archive/Forest Segmented/Forest Segmented/images/524518_sat_50.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_50.jpg
2377,archive/Forest Segmented/Forest Segmented/images/524518_sat_51.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_51.jpg
2378,archive/Forest Segmented/Forest Segmented/images/524518_sat_52.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_52.jpg
2379,archive/Forest Segmented/Forest Segmented/images/524518_sat_54.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_54.jpg
2380,archive/Forest Segmented/Forest Segmented/images/524518_sat_55.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_55.jpg
2381,archive/Forest Segmented/Forest Segmented/images/524518_sat_56.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_56.jpg
2382,archive/Forest Segmented/Forest Segmented/images/524518_sat_58.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_58.jpg
2383,archive/Forest Segmented/Forest Segmented/images/524518_sat_60.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_60.jpg
2384,archive/Forest Segmented/Forest Segmented/images/524518_sat_61.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_61.jpg
2385,archive/Forest Segmented/Forest Segmented/images/524518_sat_62.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_62.jpg
2386,archive/Forest Segmented/Forest Segmented/images/524518_sat_63.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_63.jpg
2387,archive/Forest Segmented/Forest Segmented/images/524518_sat_64.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_64.jpg
2388,archive/Forest Segmented/Forest Segmented/images/524518_sat_65.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_65.jpg
2389,archive/Forest Segmented/Forest Segmented/images/524518_sat_66.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_66.jpg
2390,archive/Forest Segmented/Forest Segmented/images/524518_sat_67.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_67.jpg
2391,archive/Forest Segmented/Forest Segmented/images/524518_sat_68.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_68.jpg
2392,archive/Forest Segmented/Forest Segmented/images/524518_sat_73.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_73.jpg
2393,archive/Forest Segmented/Forest Segmented/images/524518_sat_74.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_74.jpg
2394,archive/Forest Segmented/Forest Segmented/images/524518_sat_75.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_75.jpg
2395,archive/Forest Segmented/Forest Segmented/images/524518_sat_76.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_76.jpg
2396,archive/Forest Segmented/Forest Segmented/images/524518_sat_77.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_77.jpg
2397,archive/Forest Segmented/Forest Segmented/images/524518_sat_78.jpg,archive/Forest Segmented/Forest Segmented/mask/524518_mask_78.jpg
