,image,mask
1628,archive/Forest Segmented/Forest Segmented/images/176225_sat_87.jpg,archive/Forest Segmented/Forest Segmented/masks/71619_mask_60.jpg
1993,archive/Forest Segmented/Forest Segmented/images/119079_sat_77.jpg,archive/Forest Segmented/Forest Segmented/masks/810749_mask_56.jpg
2639,archive/Forest Segmented/Forest Segmented/images/986342_sat_74.jpg,archive/Forest Segmented/Forest Segmented/masks/866782_mask_24.jpg
269,archive/Forest Segmented/Forest Segmented/images/3484_sat_23.jpg,archive/Forest Segmented/Forest Segmented/masks/749375_mask_33.jpg
629,archive/Forest Segmented/Forest Segmented/images/20187_sat_77.jpg,archive/Forest Segmented/Forest Segmented/masks/866782_mask_64.jpg
3081,archive/Forest Segmented/Forest Segmented/images/498049_sat_22.jpg,archive/Forest Segmented/Forest Segmented/masks/122104_mask_87.jpg
2334,archive/Forest Segmented/Forest Segmented/images/334677_sat_67.jpg,archive/Forest Segmented/Forest Segmented/masks/134465_mask_73.jpg
2966,archive/Forest Segmented/Forest Segmented/images/888343_sat_24.jpg,archive/Forest Segmented/Forest Segmented/masks/277900_mask_34.jpg
300,archive/Forest Segmented/Forest Segmented/images/866782_sat_58.jpg,archive/Forest Segmented/Forest Segmented/masks/33573_mask_54.jpg
459,archive/Forest Segmented/Forest Segmented/images/226788_sat_85.jpg,archive/Forest Segmented/Forest Segmented/masks/13415_mask_35.jpg
1447,archive/Forest Segmented/Forest Segmented/images/34359_sat_83.jpg,archive/Forest Segmented/Forest Segmented/masks/825816_mask_76.jpg
1472,archive/Forest Segmented/Forest Segmented/images/34359_sat_40.jpg,archive/Forest Segmented/Forest Segmented/masks/825816_mask_88.jpg
2046,archive/Forest Segmented/Forest Segmented/images/291214_sat_24.jpg,archive/Forest Segmented/Forest Segmented/masks/827126_mask_83.jpg
4321,archive/Forest Segmented/Forest Segmented/images/226788_sat_73.jpg,archive/Forest Segmented/Forest Segmented/masks/861353_mask_73.jpg
3944,archive/Forest Segmented/Forest Segmented/images/651312_sat_70.jpg,archive/Forest Segmented/Forest Segmented/masks/739760_mask_00.jpg
4182,archive/Forest Segmented/Forest Segmented/images/417313_sat_54.jpg,archive/Forest Segmented/Forest Segmented/masks/33573_mask_88.jpg
2113,archive/Forest Segmented/Forest Segmented/images/691384_sat_61.jpg,archive/Forest Segmented/Forest Segmented/masks/626208_mask_30.jpg
27,archive/Forest Segmented/Forest Segmented/images/392711_sat_02.jpg,archive/Forest Segmented/Forest Segmented/masks/162310_mask_37.jpg
4022,archive/Forest Segmented/Forest Segmented/images/950926_sat_14.jpg,archive/Forest Segmented/Forest Segmented/masks/981253_mask_52.jpg
4621,archive/Forest Segmented/Forest Segmented/images/202277_sat_36.jpg,archive/Forest Segmented/Forest Segmented/masks/940229_mask_72.jpg
3725,archive/Forest Segmented/Forest Segmented/images/650253_sat_31.jpg,archive/Forest Segmented/Forest Segmented/masks/888343_mask_72.jpg
837,archive/Forest Segmented/Forest Segmented/images/650253_sat_58.jpg,archive/Forest Segmented/Forest Segmented/masks/626208_mask_85.jpg
4009,archive/Forest Segmented/Forest Segmented/images/533952_sat_08.jpg,archive/Forest Segmented/Forest Segmented/masks/839641_mask_83.jpg
3528,archive/Forest Segmented/Forest Segmented/images/454655_sat_12.jpg,archive/Forest Segmented/Forest Segmented/masks/628479_mask_72.jpg
2008,archive/Forest Segmented/Forest Segmented/images/334677_sat_58.jpg,archive/Forest Segmented/Forest Segmented/masks/296279_mask_25.jpg
5014,archive/Forest Segmented/Forest Segmented/images/644150_sat_45.jpg,archive/Forest Segmented/Forest Segmented/masks/925425_mask_50.jpg
503,archive/Forest Segmented/Forest Segmented/images/713813_sat_78.jpg,archive/Forest Segmented/Forest Segmented/masks/524056_mask_24.jpg
3365,archive/Forest Segmented/Forest Segmented/images/992507_sat_37.jpg,archive/Forest Segmented/Forest Segmented/masks/899693_mask_86.jpg
4400,archive/Forest Segmented/Forest Segmented/images/652883_sat_44.jpg,archive/Forest Segmented/Forest Segmented/masks/119079_mask_72.jpg
380,archive/Forest Segmented/Forest Segmented/images/875328_sat_51.jpg,archive/Forest Segmented/Forest Segmented/masks/810749_mask_18.jpg
1851,archive/Forest Segmented/Forest Segmented/images/499418_sat_44.jpg,archive/Forest Segmented/Forest Segmented/masks/998002_mask_31.jpg
1525,archive/Forest Segmented/Forest Segmented/images/524518_sat_31.jpg,archive/Forest Segmented/Forest Segmented/masks/698628_mask_83.jpg
2365,archive/Forest Segmented/Forest Segmented/images/210473_sat_02.jpg,archive/Forest Segmented/Forest Segmented/masks/533952_mask_13.jpg
3680,archive/Forest Segmented/Forest Segmented/images/877160_sat_82.jpg,archive/Forest Segmented/Forest Segmented/masks/122104_mask_56.jpg
3052,archive/Forest Segmented/Forest Segmented/images/534154_sat_33.jpg,archive/Forest Segmented/Forest Segmented/masks/772567_mask_51.jpg
2884,archive/Forest Segmented/Forest Segmented/images/392711_sat_43.jpg,archive/Forest Segmented/Forest Segmented/masks/126796_mask_77.jpg
2340,archive/Forest Segmented/Forest Segmented/images/612214_sat_76.jpg,archive/Forest Segmented/Forest Segmented/masks/838669_mask_75.jpg
374,archive/Forest Segmented/Forest Segmented/images/665914_sat_75.jpg,archive/Forest Segmented/Forest Segmented/masks/866782_mask_71.jpg
4518,archive/Forest Segmented/Forest Segmented/images/848728_sat_68.jpg,archive/Forest Segmented/Forest Segmented/masks/299287_mask_16.jpg
2381,archive/Forest Segmented/Forest Segmented/images/148381_sat_71.jpg,archive/Forest Segmented/Forest Segmented/masks/899693_mask_67.jpg
4405,archive/Forest Segmented/Forest Segmented/images/897901_sat_87.jpg,archive/Forest Segmented/Forest Segmented/masks/605764_mask_12.jpg
939,archive/Forest Segmented/Forest Segmented/images/825816_sat_04.jpg,archive/Forest Segmented/Forest Segmented/masks/810749_mask_34.jpg
4035,archive/Forest Segmented/Forest Segmented/images/739760_sat_31.jpg,archive/Forest Segmented/Forest Segmented/masks/778804_mask_54.jpg
4257,archive/Forest Segmented/Forest Segmented/images/126796_sat_68.jpg,archive/Forest Segmented/Forest Segmented/masks/255876_mask_82.jpg
2799,archive/Forest Segmented/Forest Segmented/images/861353_sat_04.jpg,archive/Forest Segmented/Forest Segmented/masks/428597_mask_72.jpg
2147,archive/Forest Segmented/Forest Segmented/images/3484_sat_46.jpg,archive/Forest Segmented/Forest Segmented/masks/888343_mask_44.jpg
4503,archive/Forest Segmented/Forest Segmented/images/170535_sat_67.jpg,archive/Forest Segmented/Forest Segmented/masks/524518_mask_35.jpg
4639,archive/Forest Segmented/Forest Segmented/images/626208_sat_41.jpg,archive/Forest Segmented/Forest Segmented/masks/392711_mask_14.jpg
4309,archive/Forest Segmented/Forest Segmented/images/626208_sat_87.jpg,archive/Forest Segmented/Forest Segmented/masks/570332_mask_14.jpg
2068,archive/Forest Segmented/Forest Segmented/images/950926_sat_87.jpg,archive/Forest Segmented/Forest Segmented/masks/925425_mask_04.jpg
529,archive/Forest Segmented/Forest Segmented/images/498049_sat_48.jpg,archive/Forest Segmented/Forest Segmented/masks/277994_mask_73.jpg
3908,archive/Forest Segmented/Forest Segmented/images/739760_sat_30.jpg,archive/Forest Segmented/Forest Segmented/masks/603617_mask_81.jpg
636,archive/Forest Segmented/Forest Segmented/images/277994_sat_53.jpg,archive/Forest Segmented/Forest Segmented/masks/651312_mask_01.jpg
1269,archive/Forest Segmented/Forest Segmented/images/27460_sat_71.jpg,archive/Forest Segmented/Forest Segmented/masks/866782_mask_62.jpg
185,archive/Forest Segmented/Forest Segmented/images/570332_sat_74.jpg,archive/Forest Segmented/Forest Segmented/masks/839641_mask_48.jpg
4001,archive/Forest Segmented/Forest Segmented/images/877160_sat_27.jpg,archive/Forest Segmented/Forest Segmented/masks/621206_mask_78.jpg
3337,archive/Forest Segmented/Forest Segmented/images/345134_sat_38.jpg,archive/Forest Segmented/Forest Segmented/masks/774779_mask_87.jpg
3618,archive/Forest Segmented/Forest Segmented/images/126796_sat_31.jpg,archive/Forest Segmented/Forest Segmented/masks/434243_mask_53.jpg
1797,archive/Forest Segmented/Forest Segmented/images/242583_sat_18.jpg,archive/Forest Segmented/Forest Segmented/masks/204494_mask_15.jpg
2979,archive/Forest Segmented/Forest Segmented/images/827126_sat_43.jpg,archive/Forest Segmented/Forest Segmented/masks/632489_mask_08.jpg
1441,archive/Forest Segmented/Forest Segmented/images/691384_sat_67.jpg,archive/Forest Segmented/Forest Segmented/masks/940229_mask_36.jpg
3889,archive/Forest Segmented/Forest Segmented/images/668465_sat_33.jpg,archive/Forest Segmented/Forest Segmented/masks/296279_mask_61.jpg
4981,archive/Forest Segmented/Forest Segmented/images/739122_sat_06.jpg,archive/Forest Segmented/Forest Segmented/masks/986342_mask_27.jpg
1535,archive/Forest Segmented/Forest Segmented/images/605764_sat_58.jpg,archive/Forest Segmented/Forest Segmented/masks/152569_mask_25.jpg
3607,archive/Forest Segmented/Forest Segmented/images/739760_sat_56.jpg,archive/Forest Segmented/Forest Segmented/masks/866782_mask_21.jpg
3188,archive/Forest Segmented/Forest Segmented/images/162310_sat_00.jpg,archive/Forest Segmented/Forest Segmented/masks/668465_mask_23.jpg
1273,archive/Forest Segmented/Forest Segmented/images/417313_sat_15.jpg,archive/Forest Segmented/Forest Segmented/masks/866782_mask_76.jpg
2467,archive/Forest Segmented/Forest Segmented/images/13415_sat_37.jpg,archive/Forest Segmented/Forest Segmented/masks/204494_mask_07.jpg
607,archive/Forest Segmented/Forest Segmented/images/20187_sat_67.jpg,archive/Forest Segmented/Forest Segmented/masks/296279_mask_81.jpg
3550,archive/Forest Segmented/Forest Segmented/images/906113_sat_16.jpg,archive/Forest Segmented/Forest Segmented/masks/71619_mask_45.jpg
1712,archive/Forest Segmented/Forest Segmented/images/827126_sat_63.jpg,archive/Forest Segmented/Forest Segmented/masks/935318_mask_28.jpg
2199,archive/Forest Segmented/Forest Segmented/images/544537_sat_72.jpg,archive/Forest Segmented/Forest Segmented/masks/226788_mask_46.jpg
955,archive/Forest Segmented/Forest Segmented/images/454655_sat_44.jpg,archive/Forest Segmented/Forest Segmented/masks/651312_mask_10.jpg
2579,archive/Forest Segmented/Forest Segmented/images/133209_sat_52.jpg,archive/Forest Segmented/Forest Segmented/masks/334677_mask_37.jpg
4086,archive/Forest Segmented/Forest Segmented/images/170535_sat_48.jpg,archive/Forest Segmented/Forest Segmented/masks/875328_mask_43.jpg
4523,archive/Forest Segmented/Forest Segmented/images/277900_sat_24.jpg,archive/Forest Segmented/Forest Segmented/masks/277900_mask_46.jpg
3543,archive/Forest Segmented/Forest Segmented/images/810749_sat_27.jpg,archive/Forest Segmented/Forest Segmented/masks/174980_mask_24.jpg
3862,archive/Forest Segmented/Forest Segmented/images/114433_sat_80.jpg,archive/Forest Segmented/Forest Segmented/masks/334677_mask_71.jpg
403,archive/Forest Segmented/Forest Segmented/images/126796_sat_61.jpg,archive/Forest Segmented/Forest Segmented/masks/772452_mask_04.jpg
2071,archive/Forest Segmented/Forest Segmented/images/935318_sat_41.jpg,archive/Forest Segmented/Forest Segmented/masks/133209_mask_50.jpg
4860,archive/Forest Segmented/Forest Segmented/images/897901_sat_43.jpg,archive/Forest Segmented/Forest Segmented/masks/866782_mask_81.jpg
1977,archive/Forest Segmented/Forest Segmented/images/935318_sat_40.jpg,archive/Forest Segmented/Forest Segmented/masks/176225_mask_41.jpg
158,archive/Forest Segmented/Forest Segmented/images/210473_sat_70.jpg,archive/Forest Segmented/Forest Segmented/masks/981253_mask_72.jpg
1748,archive/Forest Segmented/Forest Segmented/images/950926_sat_41.jpg,archive/Forest Segmented/Forest Segmented/masks/918446_mask_54.jpg
2909,archive/Forest Segmented/Forest Segmented/images/176225_sat_65.jpg,archive/Forest Segmented/Forest Segmented/masks/202277_mask_26.jpg
4160,archive/Forest Segmented/Forest Segmented/images/406425_sat_32.jpg,archive/Forest Segmented/Forest Segmented/masks/162310_mask_17.jpg
902,archive/Forest Segmented/Forest Segmented/images/76759_sat_84.jpg,archive/Forest Segmented/Forest Segmented/masks/226788_mask_31.jpg
352,archive/Forest Segmented/Forest Segmented/images/242583_sat_52.jpg,archive/Forest Segmented/Forest Segmented/masks/688544_mask_54.jpg
1230,archive/Forest Segmented/Forest Segmented/images/565914_sat_87.jpg,archive/Forest Segmented/Forest Segmented/masks/850510_mask_71.jpg
4772,archive/Forest Segmented/Forest Segmented/images/20187_sat_57.jpg,archive/Forest Segmented/Forest Segmented/masks/15573_mask_40.jpg
2140,archive/Forest Segmented/Forest Segmented/images/13415_sat_08.jpg,archive/Forest Segmented/Forest Segmented/masks/439854_mask_87.jpg
444,archive/Forest Segmented/Forest Segmented/images/400179_sat_54.jpg,archive/Forest Segmented/Forest Segmented/masks/810368_mask_78.jpg
5055,archive/Forest Segmented/Forest Segmented/images/114433_sat_84.jpg,archive/Forest Segmented/Forest Segmented/masks/148381_mask_40.jpg
754,archive/Forest Segmented/Forest Segmented/images/72807_sat_33.jpg,archive/Forest Segmented/Forest Segmented/masks/935318_mask_72.jpg
1737,archive/Forest Segmented/Forest Segmented/images/119079_sat_73.jpg,archive/Forest Segmented/Forest Segmented/masks/827126_mask_45.jpg
2971,archive/Forest Segmented/Forest Segmented/images/210473_sat_24.jpg,archive/Forest Segmented/Forest Segmented/masks/906113_mask_13.jpg
5086,archive/Forest Segmented/Forest Segmented/images/3484_sat_13.jpg,archive/Forest Segmented/Forest Segmented/masks/351271_mask_12.jpg
2920,archive/Forest Segmented/Forest Segmented/images/882451_sat_67.jpg,archive/Forest Segmented/Forest Segmented/masks/334677_mask_07.jpg
311,archive/Forest Segmented/Forest Segmented/images/524518_sat_44.jpg,archive/Forest Segmented/Forest Segmented/masks/784518_mask_61.jpg
548,archive/Forest Segmented/Forest Segmented/images/7906_sat_61.jpg,archive/Forest Segmented/Forest Segmented/masks/880610_mask_78.jpg
661,archive/Forest Segmented/Forest Segmented/images/392711_sat_38.jpg,archive/Forest Segmented/Forest Segmented/masks/400179_mask_67.jpg
4866,archive/Forest Segmented/Forest Segmented/images/114433_sat_52.jpg,archive/Forest Segmented/Forest Segmented/masks/533952_mask_45.jpg
1989,archive/Forest Segmented/Forest Segmented/images/340898_sat_67.jpg,archive/Forest Segmented/Forest Segmented/masks/650253_mask_22.jpg
306,archive/Forest Segmented/Forest Segmented/images/277994_sat_42.jpg,archive/Forest Segmented/Forest Segmented/masks/351271_mask_22.jpg
2335,archive/Forest Segmented/Forest Segmented/images/208695_sat_74.jpg,archive/Forest Segmented/Forest Segmented/masks/906113_mask_08.jpg
694,archive/Forest Segmented/Forest Segmented/images/736869_sat_55.jpg,archive/Forest Segmented/Forest Segmented/masks/628479_mask_31.jpg
2356,archive/Forest Segmented/Forest Segmented/images/626208_sat_14.jpg,archive/Forest Segmented/Forest Segmented/masks/428327_mask_01.jpg
1927,archive/Forest Segmented/Forest Segmented/images/753408_sat_50.jpg,archive/Forest Segmented/Forest Segmented/masks/71125_mask_80.jpg
684,archive/Forest Segmented/Forest Segmented/images/296279_sat_37.jpg,archive/Forest Segmented/Forest Segmented/masks/650253_mask_55.jpg
749,archive/Forest Segmented/Forest Segmented/images/739122_sat_25.jpg,archive/Forest Segmented/Forest Segmented/masks/952430_mask_62.jpg
3656,archive/Forest Segmented/Forest Segmented/images/345134_sat_06.jpg,archive/Forest Segmented/Forest Segmented/masks/72807_mask_88.jpg
3405,archive/Forest Segmented/Forest Segmented/images/784140_sat_66.jpg,archive/Forest Segmented/Forest Segmented/masks/192918_mask_85.jpg
1266,archive/Forest Segmented/Forest Segmented/images/882451_sat_86.jpg,archive/Forest Segmented/Forest Segmented/masks/428327_mask_77.jpg
4825,archive/Forest Segmented/Forest Segmented/images/652883_sat_43.jpg,archive/Forest Segmented/Forest Segmented/masks/624916_mask_62.jpg
4945,archive/Forest Segmented/Forest Segmented/images/919051_sat_03.jpg,archive/Forest Segmented/Forest Segmented/masks/291214_mask_35.jpg
4521,archive/Forest Segmented/Forest Segmented/images/27460_sat_35.jpg,archive/Forest Segmented/Forest Segmented/masks/147716_mask_22.jpg
2134,archive/Forest Segmented/Forest Segmented/images/351271_sat_46.jpg,archive/Forest Segmented/Forest Segmented/masks/888343_mask_78.jpg
3083,archive/Forest Segmented/Forest Segmented/images/897901_sat_33.jpg,archive/Forest Segmented/Forest Segmented/masks/524056_mask_66.jpg
3061,archive/Forest Segmented/Forest Segmented/images/524056_sat_52.jpg,archive/Forest Segmented/Forest Segmented/masks/210473_mask_46.jpg
3025,archive/Forest Segmented/Forest Segmented/images/119079_sat_52.jpg,archive/Forest Segmented/Forest Segmented/masks/605764_mask_58.jpg
970,archive/Forest Segmented/Forest Segmented/images/736869_sat_81.jpg,archive/Forest Segmented/Forest Segmented/masks/345134_mask_00.jpg
13,archive/Forest Segmented/Forest Segmented/images/866782_sat_73.jpg,archive/Forest Segmented/Forest Segmented/masks/650253_mask_84.jpg
873,archive/Forest Segmented/Forest Segmented/images/170535_sat_53.jpg,archive/Forest Segmented/Forest Segmented/masks/880610_mask_41.jpg
808,archive/Forest Segmented/Forest Segmented/images/533952_sat_13.jpg,archive/Forest Segmented/Forest Segmented/masks/524056_mask_34.jpg
3198,archive/Forest Segmented/Forest Segmented/images/825816_sat_86.jpg,archive/Forest Segmented/Forest Segmented/masks/296279_mask_28.jpg
